752000 -55.6071 
752050 -190.7796 
752100 36.0722 
752150 -220.6074 
752200 -127.4939 
752250 9.9384 
752300 -98.6096 
752350 -288.9166 
752400 290.7109 
752450 46.7604 
752500 -285.8133 
752550 -225.4774 
752600 -48.1455 
752650 -172.2051 
752700 -123.3260 
752750 284.3488 
752800 -149.2715 
752850 21.6279 
752900 229.3270 
752950 12.4955 
753000 33.7310 
753050 120.2748 
753100 15.7758 
753150 47.1040 
753200 12.8600 
753250 -33.3004 
753300 399.2827 
753350 92.9238 
753400 -141.3654 
753450 275.3766 
753500 -238.5947 
753550 -59.9390 
753600 -191.8532 
753650 113.1765 
753700 157.3570 
753750 -305.5827 
753800 -213.5899 
753850 172.2254 
753900 188.2421 
753950 -13.0710 
754000 195.7385 
754050 -59.5799 
754100 -35.0570 
754150 -34.1552 
754200 43.2378 
754250 -383.2506 
754300 -75.1948 
754350 36.1496 
754400 -248.3551 
754450 -179.0762 
754500 235.9045 
754550 -141.1323 
754600 -319.5895 
754650 440.1035 
754700 -362.3434 
754750 -465.9320 
754800 1.8836 
754850 34.0399 
754900 -107.1305 
754950 -141.3981 
755000 58.6718 
755050 110.4351 
755100 -150.3107 
755150 -358.0132 
755200 252.0426 
755250 -158.1808 
755300 318.6011 
755350 -578.3678 
755400 94.1322 
755450 -14.2694 
755500 340.3468 
755550 94.1378 
755600 196.6329 
755650 -4.8329 
755700 -311.6214 
755750 -107.3557 
755800 181.9695 
755850 -174.6941 
755900 37.8760 
755950 95.3030 
756000 275.4471 
756050 122.8284 
756100 148.2241 
756150 -34.9906 
756200 -93.7342 
756250 299.9320 
756300 31.6702 
756350 -142.2168 
756400 48.5734 
756450 -236.1063 
756500 -56.7269 
756550 -261.6447 
756600 129.5025 
756650 130.4918 
756700 93.9173 
756750 135.0675 
756800 373.1011 
756850 -41.5873 
756900 -232.2994 
756950 -218.3363 
757000 -186.3351 
757050 -213.9464 
757100 352.2117 
757150 147.8956 
757200 -78.9167 
757250 166.8337 
757300 -72.6061 
757350 -127.9719 
757400 126.4759 
757450 -230.2480 
757500 -45.1742 
757550 -17.5522 
757600 -335.2215 
757650 82.1307 
757700 -171.9239 
757750 -37.7070 
757800 191.9954 
757850 -334.8495 
757900 -32.0499 
757950 -285.5543 
758000 -111.6875 
758050 -155.7132 
758100 -300.6422 
758150 -15.7512 
758200 -81.1371 
758250 473.8168 
758300 -30.5918 
758350 90.7482 
758400 -185.5767 
758450 -303.1416 
758500 166.4866 
758550 93.1765 
758600 -268.3230 
758650 -42.1791 
758700 305.2656 
758750 -95.7291 
758800 -61.0927 
758850 47.4908 
758900 -180.3922 
758950 233.9068 
759000 87.4468 
